"personal_id","Disease_1","Disease_2","Disease_3","Disease_4","Disease_5","Disease_6","Disease_7","Disease_8","Disease_9","Disease_10"
"560718-4901472",1,0,1,0,1,0,1,1,0,0
"921226-4772494",1,0,1,0,1,0,1,1,0,1
"650113-4593197",0,0,1,1,0,1,1,1,1,1
"720117-1586190",0,0,1,1,0,0,1,0,0,0
"870312-1981352",0,0,0,0,1,1,0,0,0,0
"880521-1310225",1,1,1,1,0,0,0,0,1,1
"931110-2327428",1,0,0,0,1,0,0,0,0,1
"640903-2961090",1,0,0,0,0,1,1,0,0,1
"640604-1444545",0,0,1,1,1,0,0,1,1,1
"530314-3557781",0,0,1,1,0,1,1,1,0,1
"720618-3890470",0,0,0,0,1,0,1,1,1,1
"980527-2102439",0,1,0,1,0,0,0,1,1,1
"660202-3834989",0,0,0,0,1,0,0,1,0,0
"980603-4223943",1,0,1,0,0,1,1,0,1,1
"680817-1625716",1,0,1,0,1,0,0,1,1,1
"640805-2261751",0,1,1,1,0,1,1,1,1,0
"560610-2576677",1,0,1,1,1,0,0,1,1,0
"561228-2808960",1,1,1,0,1,1,0,1,1,0
"810123-4765922",1,0,1,0,1,1,0,1,1,0
"950421-4408116",1,1,0,0,0,0,0,0,1,0
"791020-2972778",0,1,0,1,0,0,0,0,0,0
"801212-4842429",0,1,1,1,1,1,1,0,0,1
"530321-2036896",0,0,1,0,1,0,1,0,0,1
"580518-3315644",1,0,0,1,0,1,0,0,1,0
"551212-4073414",0,0,1,0,0,1,1,1,0,0
"520127-4200112",0,1,0,1,0,0,0,1,1,0
"830804-1358535",0,1,0,0,1,0,1,0,0,1
"891019-3610966",0,0,1,1,0,1,1,0,0,0
"901228-4291018",0,1,0,0,0,1,1,1,1,0
"981203-1450875",0,1,0,1,0,0,0,0,0,1
"791121-2203529",1,1,1,0,0,1,0,0,0,0
"990701-3195998",0,0,1,0,1,1,1,0,0,1
"931219-3537540",0,0,1,0,0,0,0,0,1,0
"900526-2657684",0,1,1,0,0,0,0,1,0,0
"511102-3137791",1,0,0,1,0,0,1,0,0,1
"740613-3475030",1,0,0,0,1,0,1,1,0,0
"870416-2066266",1,1,1,1,1,0,1,1,0,0
"840212-3773105",1,1,1,0,0,1,1,0,1,1
"600815-1960861",1,1,1,0,1,1,1,1,0,1
"851210-2182548",1,1,0,0,1,0,1,1,0,1
"501118-3928662",1,1,1,1,1,0,0,1,1,0
"590208-2302713",1,0,1,0,1,1,1,0,1,0
"850304-4404882",1,1,0,1,0,0,0,0,0,0
"530124-1838080",1,1,1,0,0,1,1,1,1,1
"800114-4311386",1,1,0,1,1,1,1,0,1,1
"980808-1962337",0,0,1,0,0,0,0,0,0,0
"650219-3291197",0,1,1,0,1,1,1,1,1,1
"861002-1229710",0,0,0,0,0,1,0,1,1,1
"820417-1187446",1,1,0,1,1,1,0,0,1,1
"940214-4896660",1,1,0,1,0,1,1,1,0,0
"520118-3473618",0,1,0,1,0,0,0,0,1,0
"890821-4837761",1,1,1,0,1,0,0,1,1,1
"590127-3404127",0,1,1,1,0,0,1,1,0,1
"700218-2875593",1,1,1,1,1,1,0,1,0,1
"910227-2767938",1,0,1,1,1,0,1,1,1,0
"580828-2663133",1,0,0,1,0,1,0,1,1,1
"621001-3933228",1,0,0,1,1,0,0,1,0,1
"841004-4391125",1,0,0,1,0,0,0,0,0,1
"580428-1353244",0,0,1,0,1,1,0,1,0,1
"890607-3926657",0,1,0,0,0,1,0,1,1,1
"511008-3221984",0,1,0,0,0,0,0,1,1,0
"681215-2725910",0,0,0,0,0,0,1,0,1,0
"890519-4056053",1,0,0,0,0,0,1,1,1,1
"660205-1937776",1,0,1,1,1,0,0,0,0,0
"520417-4303341",1,0,0,1,0,0,0,1,1,1
"610726-4820440",0,0,0,0,1,0,1,0,0,0
"640602-4038662",1,0,0,0,0,1,0,0,0,1
"720213-3939726",0,0,1,1,1,0,0,0,1,0
"790115-3815918",0,1,1,1,1,0,1,1,0,1
"830204-1939546",0,0,0,0,0,1,1,0,1,0
"870209-4100385",1,0,0,0,0,1,0,1,0,1
"770525-3414675",1,1,1,1,1,0,0,0,1,1
"920623-2193658",0,0,0,1,0,1,1,1,0,1
"570821-3960452",1,1,1,0,0,0,1,1,0,0
"541102-2344777",0,1,0,0,0,0,0,0,0,0
"910803-3891195",0,1,0,1,0,0,0,1,0,1
"800810-4684391",1,1,1,0,1,1,0,0,1,1
"890426-2824056",0,1,0,0,1,1,1,0,1,0
"701214-4957763",0,0,0,1,1,1,0,0,1,0
"820320-3622780",0,1,1,1,1,0,1,0,1,1
"760513-4375090",1,0,0,1,0,1,1,1,0,1
"660618-1371781",1,0,0,1,1,0,1,1,0,0
"860313-2739563",1,1,1,1,0,0,0,0,1,1
"591019-4409630",0,1,0,1,0,0,1,0,1,1
"720724-2177235",1,1,1,0,0,1,0,1,0,1
"820807-2827896",1,0,0,1,1,0,0,0,1,0
"880409-3164746",1,1,0,1,0,0,0,0,1,0
"950625-1946876",1,1,1,0,1,0,0,1,0,0
"560915-2948287",0,0,0,1,0,0,0,1,1,0
"530406-4016426",1,0,0,0,1,0,1,1,0,1
"890926-2503319",1,1,1,1,1,0,1,1,0,0
"800523-4744291",1,0,0,1,1,0,0,1,0,0
"500514-3535300",0,0,1,0,1,0,1,0,1,1
"611221-1732398",1,0,0,0,0,0,1,0,1,0
"810617-4411261",0,1,0,1,1,0,1,0,0,1
"980921-1767276",1,0,0,0,0,0,1,0,1,1
"581116-2525362",0,1,1,1,0,1,0,0,1,0
"570907-3593993",1,0,1,0,0,1,1,1,1,0
"680620-1307417",1,0,1,1,1,1,1,1,0,0
"840920-3635679",1,0,1,1,0,1,1,0,0,1
"670423-2705650",1,1,0,1,1,1,0,1,1,0
"751028-4667034",1,0,1,0,1,1,1,0,0,1
"840620-3591717",1,1,1,1,0,0,0,0,0,1
"910723-4224274",0,0,1,0,0,1,0,0,1,0
"560111-3128719",0,1,1,1,1,1,0,1,1,0
"500912-4085123",0,0,0,0,0,0,1,1,0,1
"521227-4513444",1,1,0,1,1,0,0,0,1,0
"550806-4710227",0,1,1,0,0,0,1,0,1,0
"831228-2162129",1,1,1,0,1,1,1,0,0,0
"880819-4936917",1,1,1,1,0,0,1,1,0,0
"770902-1796335",0,0,0,0,1,0,1,0,0,0
"731209-2603786",1,0,1,1,0,1,1,0,0,0
"501124-1475509",1,1,0,0,0,0,0,0,1,0
"590713-2519955",0,0,0,1,0,1,1,1,1,0
"881102-1999423",0,1,1,1,0,1,0,1,1,1
"810714-4789004",1,0,0,1,0,0,1,1,1,1
"830920-3831486",1,1,1,0,0,1,1,0,0,1
"650901-2421460",1,0,0,0,0,0,0,1,0,1
"540607-3064915",1,1,0,0,1,1,0,0,1,0
"960921-1853429",1,1,1,1,0,0,1,0,1,0
"981009-4433481",1,1,1,0,1,1,0,1,1,1
"550817-1570591",1,0,1,1,0,0,1,0,0,0
"940303-4721775",1,1,1,0,0,0,1,0,1,1
"960225-2983747",0,0,1,0,1,0,0,1,1,0
"750615-4545226",1,1,0,1,0,0,0,0,0,0
"700818-1956580",0,0,1,1,0,1,1,0,1,0
"520912-1412291",1,0,1,0,0,1,1,0,1,1
"650116-4729785",1,0,0,0,1,1,0,1,1,1
"711207-3717388",0,0,0,0,0,0,0,0,1,0
"510815-2308460",1,1,0,0,1,0,0,0,1,0
"520525-2354902",1,1,1,0,1,1,0,0,1,0
"600919-1022209",1,0,0,1,1,1,0,0,1,0
"550201-2123597",0,1,0,0,1,0,1,0,1,0
"500627-3370265",1,1,1,0,0,1,1,0,1,1
"690828-4164377",1,0,0,0,0,1,1,0,1,1
"910201-1958964",0,1,0,1,1,1,0,1,0,1
"570801-3046952",0,1,0,0,0,1,0,0,0,0
"891221-4524561",1,0,0,0,1,0,1,0,1,0
"760914-2171471",1,0,1,1,1,0,0,1,1,1
"621216-4578197",0,1,1,0,1,0,0,0,0,0
"560423-3967621",0,0,1,0,0,0,0,0,0,1
"980902-3388916",1,1,1,1,0,1,1,0,1,1
"730813-1918921",1,0,0,1,0,1,1,1,1,0
"710927-4519907",0,0,1,1,0,0,1,0,1,1
"970304-4024008",0,0,0,0,1,0,0,1,1,0
"700808-2405475",1,0,1,0,1,0,0,1,0,1
"660103-3197792",1,1,0,0,0,1,0,0,1,0
"960610-2768033",0,1,0,0,1,0,0,1,0,1
"901010-1168173",1,1,1,0,0,1,0,1,0,0
"670309-2754424",0,1,1,0,1,1,1,0,0,1
"940104-3970162",0,0,0,1,0,1,1,1,0,1
"510120-4728100",1,0,1,1,1,1,1,1,0,1
"570301-2419621",1,0,0,1,0,1,1,0,0,1
"840217-3566144",0,1,1,0,1,1,1,1,1,1
"800302-1233040",1,1,1,0,1,1,0,1,1,0
"990216-2385705",0,1,0,1,1,1,1,0,1,0
"960803-2784103",1,0,0,1,0,0,0,0,0,1
"821022-4348291",1,0,1,1,1,1,1,0,1,0
"720113-2674123",1,1,1,1,1,1,1,1,0,1
"560221-1932515",0,0,0,0,1,1,1,1,0,0
"760716-4783512",0,1,0,0,1,0,1,0,0,1
"641124-1645974",0,0,0,1,0,1,0,1,0,0
"610409-1704420",1,1,1,0,0,1,1,0,0,0
"700917-2003678",0,1,0,0,0,0,0,1,1,1
"730525-3036285",0,1,0,0,0,0,1,1,0,1
"990818-4702717",1,1,1,0,1,0,0,1,1,0
"920516-2129550",0,1,1,1,0,1,0,1,0,1
"820704-4967486",0,0,0,1,0,1,1,1,0,0
"540223-1254108",1,1,0,0,1,0,0,0,0,1
"921003-3091786",0,1,0,1,1,1,1,0,1,0
"631112-1606287",1,1,1,1,0,1,0,0,0,0
"500427-4273601",0,1,1,0,1,1,1,0,1,1
"560904-1448533",1,1,1,0,1,1,0,1,1,1
"981211-3987008",0,1,1,1,0,1,0,0,0,1
"730203-3065021",1,1,0,0,0,1,0,1,1,1
"701116-2713760",0,0,1,1,0,1,0,1,1,1
"540319-4214003",1,1,1,1,0,1,0,0,1,1
"660926-1931139",0,1,1,1,1,1,0,1,0,0
"970815-3303751",0,0,1,0,0,0,0,0,1,1
"840707-4831087",1,0,1,0,1,1,0,0,1,1
"671006-1359363",1,0,0,0,1,0,1,0,0,0
"570106-1323691",1,1,0,0,0,1,0,1,1,1
"840522-3950632",0,0,1,1,0,1,1,1,1,1
"991009-2838593",1,0,0,0,0,1,1,1,0,0
"740112-1203995",1,0,0,0,0,1,1,0,0,0
"841104-1821143",1,0,1,0,1,1,1,0,1,1
"821128-1057291",1,1,0,1,1,1,0,0,1,1
"741102-4826454",1,1,0,0,1,1,1,0,0,0
"840210-4990399",1,1,0,0,1,1,1,1,0,1
"830312-1226557",1,1,1,1,1,0,0,1,0,0
"620303-4493813",1,0,1,0,0,1,1,0,1,1
"830120-4875669",1,1,1,0,0,0,0,0,1,0
"750307-3068560",1,1,1,1,1,0,1,1,1,0
"720614-4286592",0,0,1,1,1,1,1,1,0,1
"830722-3737070",1,1,0,0,0,0,1,1,0,0
"850727-2338931",1,0,1,0,1,1,0,0,1,1
"760426-4154240",1,1,0,0,1,1,1,1,0,1
"640104-4983365",1,1,0,1,1,1,0,1,0,0
"991110-4128226",1,1,0,1,1,0,1,1,1,0
"660828-4610976",1,0,0,0,1,1,1,1,1,0
"810709-1943296",0,1,0,0,0,1,0,0,1,0
"600703-4155858",1,0,0,0,1,1,1,0,1,1
"770322-3355827",1,1,1,1,0,0,0,0,1,1
"720910-4688975",1,1,0,1,1,1,1,0,1,0
"930317-1096334",0,1,0,1,0,0,1,1,1,0
"531204-1867130",0,0,0,0,1,1,1,1,0,1
"860827-3411267",1,0,0,1,1,0,0,0,0,0
"730810-3610365",0,1,0,0,0,1,1,0,0,1
"690405-3231025",1,0,1,1,0,1,0,1,0,0
"720501-1061781",1,1,1,1,1,0,1,1,1,1
"590902-3948504",0,1,0,1,1,0,0,0,0,1
"991126-2832167",1,1,0,0,1,0,1,0,0,1
"721215-2587271",0,0,1,0,0,0,0,1,0,0
"680128-4424566",0,0,1,0,0,1,0,0,0,1
"521227-3982939",1,1,1,0,0,1,0,1,1,1
"740410-3136824",0,0,0,1,0,0,0,0,0,1
"631207-1547143",1,1,0,1,0,0,0,0,0,0
"891011-2431162",0,1,1,1,0,1,1,0,1,0
"921023-3501787",1,1,0,0,1,0,0,1,1,1
"530419-2594867",0,1,1,0,1,1,1,1,0,0
"711217-4480767",1,0,1,0,0,0,0,0,1,0
"790412-4729716",0,1,0,1,1,0,1,1,0,0
"810706-4136193",0,0,1,0,0,1,1,1,0,1
"881124-3611530",0,0,1,1,1,1,0,0,1,0
"960519-4748813",1,1,0,1,0,1,1,1,0,0
"681010-2123083",0,1,0,0,1,1,0,0,0,0
"711213-1501857",0,0,1,0,0,1,1,1,1,1
"920513-4435220",1,1,0,0,1,1,1,1,0,0
"871028-4449602",0,1,1,0,1,0,0,0,1,0
"590918-2962852",1,0,1,1,0,0,1,0,0,0
"650307-4305618",0,1,1,1,1,1,1,0,0,0
"980721-1878224",0,1,1,1,0,1,0,1,0,0
"660211-3588805",0,0,0,1,1,0,1,1,0,0
"711205-1834826",1,1,0,1,1,1,1,0,0,1
"950401-4761540",0,1,1,0,1,0,0,1,0,0
"690623-3377900",1,0,0,1,1,0,0,0,0,0
"510806-1964613",0,0,1,1,1,0,1,1,1,1
"930601-1497473",1,0,1,0,1,1,0,1,1,1
"790211-1084607",1,0,0,1,1,0,0,1,1,1
"691012-2428228",0,0,1,0,0,0,0,1,1,0
"660704-3273734",1,1,1,0,1,0,0,1,1,1
"960106-3815350",0,0,0,0,0,0,1,0,0,0
"650714-3184304",0,1,0,1,1,1,1,0,0,0
"550528-3094824",1,0,0,0,1,1,1,1,1,1
"991004-2716893",1,1,0,0,0,1,0,0,0,0
"830416-3923055",0,0,1,1,0,1,1,0,0,1
"630915-2662635",1,1,0,1,0,0,0,1,1,0
"640806-4134377",0,1,0,0,1,1,1,1,0,0
"650527-1599318",1,0,0,1,1,0,1,1,0,0
"620209-1310683",0,0,1,1,1,0,0,1,1,1
"511206-1942677",1,1,0,1,0,1,0,1,1,0
"740822-3831836",0,0,0,1,1,0,0,1,1,1
"540411-1102993",0,0,1,0,1,0,0,1,1,0
"740819-2632706",0,1,0,0,0,1,1,0,0,1
"710802-1177764",0,1,1,1,1,0,0,1,1,1
"510727-4769128",1,0,1,0,0,1,1,0,1,1
"810607-4492058",0,1,0,1,1,1,0,1,0,1
"720407-2247180",1,1,1,0,1,0,1,0,1,0
"981215-3304722",1,1,1,0,1,0,1,0,0,1
"880305-2337912",1,0,0,1,1,0,0,0,1,1
"631206-3662561",1,1,0,1,0,1,0,0,0,1
"991121-1293277",1,1,1,0,0,1,0,1,1,1
"640823-2933317",0,1,1,1,1,0,1,1,1,0
"690512-2348342",1,0,0,1,0,1,0,0,0,0
"970117-4698148",1,1,0,1,0,1,0,0,0,0
"791028-1842461",0,0,0,0,1,1,1,1,0,1
"950917-3745893",0,0,1,1,1,0,1,0,0,0
"580322-2445296",1,1,1,1,1,1,1,0,0,1
"540227-4881652",1,0,1,1,0,1,1,1,0,0
"560912-2985216",1,0,1,0,0,1,1,0,1,1
"930506-2348131",0,1,1,1,0,0,0,1,0,1
"810918-1162648",1,0,1,0,0,1,0,1,0,0
"970104-2002091",1,1,1,1,0,0,0,0,0,0
"770301-3241767",1,0,0,0,1,1,0,1,0,1
"980920-4763733",1,0,0,0,1,1,0,0,0,1
"690228-1764621",0,0,0,1,0,0,0,1,0,1
"650719-4794976",1,0,1,0,1,1,0,0,1,1
"830617-4411442",1,0,0,1,1,1,0,0,0,0
"861116-4292896",0,0,1,0,0,1,0,0,0,0
"800105-4201886",0,1,0,1,1,0,1,1,1,0
"510123-3527064",0,1,0,1,0,0,0,1,0,1
"650727-4064037",1,0,0,1,0,1,1,0,0,0
"651011-4217478",0,0,0,0,0,0,0,0,0,0
"580425-3756718",0,1,1,1,1,0,1,1,1,1
"700810-4431063",1,0,0,0,0,0,1,1,1,1
"550106-2478985",0,1,1,1,1,0,0,0,1,1
"831125-4962988",1,0,1,0,1,0,0,0,1,1
"980418-4760942",1,1,0,1,1,1,0,1,1,0
"930421-2268696",0,0,1,1,1,1,0,0,1,1
"950720-4466821",1,1,1,0,0,1,0,0,0,1
"730815-2484382",1,1,0,1,0,1,0,1,1,0
"711002-3312425",0,1,0,0,0,0,0,1,1,0
"530420-4620708",1,0,0,1,1,1,1,1,1,1
"920321-2224043",1,0,0,1,1,1,0,0,1,1
"951010-4204775",1,1,1,1,1,0,1,0,0,1
"650811-3395798",1,1,1,0,0,1,1,0,1,0
"570405-3798157",1,1,0,1,0,0,1,0,1,0
"701109-4951777",0,1,1,0,0,1,1,0,0,0
"870728-2442498",1,1,1,0,1,0,0,0,1,0
"571228-4770909",1,0,0,0,0,0,1,0,0,1
"660317-1910167",1,0,1,0,0,0,0,1,0,0
"651104-3892191",0,1,1,0,1,1,0,1,1,1
"650403-1237784",1,0,0,0,0,0,1,1,0,1
"910614-3789451",0,1,0,0,0,0,1,0,1,1
"520321-3265060",0,1,0,1,1,1,1,0,0,0
"920327-2163717",0,0,1,1,0,1,0,1,1,0
"890910-1485187",1,1,1,1,1,0,1,1,0,0
"641009-4905387",0,1,1,1,0,0,0,0,0,1
"740213-1314360",1,0,0,0,0,1,0,1,1,1
"700427-1255851",0,1,1,0,1,0,1,1,0,1
"760624-1375639",0,1,0,0,1,1,0,1,1,0
"630726-4005893",1,0,1,1,1,0,0,1,0,1
"521103-1845350",1,0,0,0,1,1,1,0,1,1
"621004-4705300",1,0,1,0,0,0,1,1,1,1
"690725-3193866",0,0,1,1,1,0,1,1,0,1
"740305-2575053",1,0,1,0,0,0,0,0,0,1
"941202-4248514",1,1,1,1,1,1,0,0,0,0
"850603-4075510",1,0,0,1,1,0,0,0,0,0
"560123-2070910",1,0,0,0,1,0,1,0,1,0
"550809-2925245",0,1,0,1,1,1,1,0,1,1
"581005-4872460",1,0,0,0,0,1,0,1,1,0
"910306-2397891",1,1,0,0,0,0,0,1,1,0
"581126-2447224",0,0,0,0,0,1,0,1,1,1
"881213-1891806",1,1,0,0,0,1,0,0,1,1
"931124-2834658",0,1,0,1,0,1,0,1,1,1
"751221-4487092",1,0,1,0,1,0,1,1,1,0
"610412-1067947",0,0,0,1,0,1,1,1,1,1
"700819-4458681",1,1,1,0,1,1,0,1,0,1
"620428-4838132",0,1,0,0,0,1,0,0,1,0
"580322-1208716",1,1,1,0,1,0,1,1,0,0
"900618-1066587",0,0,0,0,0,1,1,0,0,1
"900425-1566415",0,1,0,1,0,0,1,1,0,1
"640808-3880864",0,0,0,0,0,0,1,1,0,0
"500525-3995855",0,1,0,0,1,0,1,1,1,1
"901214-1891617",0,1,1,1,1,0,1,0,0,1
"680127-3555072",0,1,0,0,0,0,1,0,0,0
"980916-1794520",1,0,1,1,0,0,1,1,1,1
"970525-2348163",1,0,1,0,1,0,1,1,1,1
"910104-2264084",1,1,0,0,0,0,1,0,0,1
"610810-1707340",1,0,1,1,1,1,1,0,1,0
"880119-1904911",1,0,1,0,0,0,0,0,1,1
"930315-4477187",0,1,1,0,0,0,1,1,1,1
"860113-4517831",0,0,0,0,1,1,1,1,0,1
"730707-3641436",0,1,0,1,0,0,1,1,1,1
"570120-4690457",0,1,1,0,1,0,1,1,1,1
"920709-3015929",0,1,1,1,0,1,0,0,0,1
"880925-2091029",0,1,0,0,1,0,0,0,0,0
"990211-1808311",1,1,1,0,0,1,1,0,1,0
"721101-3903140",1,1,0,0,1,1,0,0,1,0
"720212-3251091",1,0,0,1,0,0,1,0,0,0
"560910-3191299",0,0,0,0,0,0,0,0,1,0
"690501-3109900",1,0,0,1,0,0,1,0,0,1
"880116-1496188",0,0,0,1,0,0,0,0,1,0
"540813-1518354",1,1,0,0,1,0,1,1,0,1
"981023-2520710",0,0,0,1,0,1,0,1,1,1
"650809-3802927",1,1,1,0,1,1,1,0,1,0
"990310-3623357",0,0,1,0,1,1,0,1,1,1
"750915-4859729",1,1,0,0,1,0,0,0,0,1
"780914-1353551",1,1,0,0,0,0,1,1,0,0
"640714-3725954",0,1,1,1,1,0,0,1,1,1
"871026-1556188",0,0,1,1,1,1,1,1,0,0
"570417-1135845",0,1,0,1,1,0,1,0,1,1
"890418-2245101",0,0,1,1,0,1,1,1,1,0
"790102-3902750",1,0,1,1,0,0,1,0,1,1
"521007-4647805",0,1,0,1,1,0,0,0,0,1
"991027-2200232",0,1,1,1,1,1,1,0,1,1
"640207-4502705",0,1,1,1,1,1,1,0,1,1
"710526-1954990",1,0,0,1,1,0,1,0,0,0
"950111-1836969",1,1,0,0,1,0,0,0,1,1
"740225-1960110",1,1,1,0,0,1,0,1,1,0
"720903-3928559",1,0,0,0,1,1,0,1,1,0
"930412-4102505",1,0,1,0,0,1,0,0,0,0
"810522-1966380",0,0,0,1,0,0,1,0,1,0
"580208-4971714",0,1,0,0,1,0,0,0,1,1
"901003-2388716",0,1,1,0,0,0,1,1,1,0
"650707-4957609",1,1,0,0,1,1,0,1,1,0
"840826-3032517",0,0,0,0,0,1,0,1,0,1
"540723-1416507",0,1,1,0,0,0,0,0,0,0
"560702-1199856",1,0,1,0,0,1,1,1,1,0
"640226-1758097",0,1,1,1,0,1,1,0,0,0
"750920-2362679",1,1,1,1,0,1,1,0,1,0
"660520-3067635",1,0,0,1,1,0,1,0,1,1
"560324-3109376",0,0,0,1,0,1,0,0,0,1
"760919-2536546",1,1,1,0,0,1,1,1,1,1
"811108-2770989",0,1,1,1,0,1,0,0,0,1
"731019-4788674",1,1,1,0,1,1,0,0,0,1
"731216-2629784",0,0,1,0,0,1,0,0,1,1
"720622-3009220",1,0,0,1,1,1,0,1,1,1
"511001-3044482",1,0,1,1,0,1,0,0,1,0
"920901-4091586",0,0,1,0,1,0,1,0,1,1
"940526-1545074",0,0,0,0,0,1,0,1,1,1
"970618-3960115",0,1,1,1,0,1,0,0,0,0
"841204-2894166",1,1,1,0,1,0,0,0,0,0
"730617-3362527",1,1,1,0,1,1,1,0,1,0
"531105-3601762",1,0,1,0,1,0,1,0,0,1
"930915-3551415",1,1,1,1,1,0,1,1,0,0
"910704-2013964",1,0,0,0,1,0,1,1,1,1
"590808-3721731",1,0,0,1,1,1,1,0,1,1
"920603-2603522",0,1,0,0,1,1,1,1,0,0
"991215-4992235",1,1,0,0,1,0,0,0,1,0
"540521-3632665",0,1,0,1,0,1,1,0,0,1
"581106-1774876",0,1,1,1,0,1,1,0,1,0
"501015-1896700",0,1,0,1,0,0,0,1,0,0
"670921-1672701",0,0,0,0,0,1,0,0,1,0
"690221-2476087",0,0,1,1,1,0,1,1,1,1
"920624-2447527",1,0,0,0,1,1,0,0,0,1
"551101-1912770",1,0,1,1,0,0,0,0,0,0
"991122-2561079",0,0,0,1,1,0,1,1,0,0
"860328-2283609",0,0,0,1,1,0,1,1,1,1
"720523-3874631",0,0,0,1,1,0,1,1,1,0
"810823-1290376",0,1,0,0,1,0,0,0,1,1
"920304-2802400",0,1,0,0,0,0,1,1,1,0
"661007-4450816",0,1,1,0,1,1,1,1,0,0
"610325-2451382",1,0,0,0,1,0,1,1,1,1
"870425-3080125",1,0,1,1,0,0,1,0,1,0
"590904-2592245",0,1,1,1,0,0,1,1,1,0
"851024-3337932",1,1,0,1,0,1,1,0,1,1
"550206-4420574",1,1,0,1,1,0,0,1,1,0
"920722-1489894",1,1,1,0,1,0,0,1,1,0
"930626-2493835",0,0,1,1,1,1,0,0,0,0
"520405-1717572",0,0,0,1,0,1,1,0,1,0
"511123-4280003",0,0,1,1,0,0,0,0,0,0
"601025-1449175",0,1,1,0,0,0,1,1,1,1
"620425-2635339",1,0,0,1,1,0,1,1,0,0
"700312-3437821",0,1,0,0,1,1,1,1,1,0
"860806-3604992",1,1,1,1,1,1,1,0,0,1
"970116-4243745",1,0,0,0,1,0,1,1,1,0
"940609-1482064",1,1,0,1,0,0,0,0,1,1
"740515-3684120",0,0,0,1,1,0,1,1,0,1
"560816-4128359",0,1,1,0,0,0,0,1,1,0
"721208-3556082",0,1,1,0,1,1,1,1,0,1
"800428-1140630",0,1,1,1,0,1,1,1,1,1
"931110-4316719",1,0,0,1,0,0,1,0,0,1
"781212-3401928",0,1,0,0,1,1,0,1,0,1
"800112-3224718",1,1,1,1,0,0,1,0,0,0
"520607-1863256",0,1,0,0,0,0,0,0,1,0
"570323-1769679",0,0,0,0,0,0,1,0,0,1
"810712-1149504",0,0,0,0,0,0,0,0,1,1
"850527-1530374",1,0,0,1,1,0,1,0,1,0
"910405-3912128",0,1,0,0,0,0,0,1,1,0
"800423-3028605",0,0,1,0,1,0,0,0,0,1
"730201-3879946",0,0,1,0,0,0,0,0,1,1
"830228-4709237",1,1,0,1,1,0,1,1,0,1
"991101-2114955",0,0,0,0,0,0,0,1,0,1
"661124-1187289",1,0,1,0,0,0,0,1,1,1
"501202-1623927",1,0,1,0,0,1,0,1,1,1
"501102-2473417",1,0,1,1,1,1,0,0,0,1
"531201-1302589",1,0,1,0,0,0,1,0,0,1
"710223-1927153",1,1,0,1,1,1,0,0,1,1
"730620-3247388",1,0,0,1,0,0,1,1,1,0
"941012-1071761",1,0,0,0,1,1,0,0,1,1
"561217-4212029",0,1,1,1,1,1,1,1,1,0
"901212-2767987",0,0,1,0,1,0,0,1,0,1
"550619-2736798",0,1,1,1,1,0,0,0,0,1
"931026-1851243",1,1,0,0,0,0,1,1,0,0
"550624-2470294",0,0,0,1,0,1,1,0,0,0
"611022-3665480",1,1,1,0,0,1,0,0,0,0
"590311-2602141",0,1,0,1,0,0,1,0,1,0
"580418-4034911",1,0,0,1,1,1,0,1,1,0
"650819-3927940",1,1,0,1,1,0,0,0,1,1
"900327-4786597",0,0,0,0,0,0,1,0,1,0
"640903-1193135",1,0,0,0,0,0,1,0,1,0
"590421-2706606",1,0,1,0,1,1,1,1,0,1
"750515-3534517",1,1,1,1,0,0,0,0,0,0
"801226-3995339",0,1,0,0,1,1,1,1,0,1
"721209-4443328",1,0,1,0,1,0,1,1,1,0
"571226-3560420",0,0,0,1,0,1,1,0,0,0
"550302-2030835",0,0,0,1,0,0,1,1,1,1
"770910-2132355",0,0,0,1,0,1,1,1,1,1
"910527-4839101",1,0,1,0,0,0,0,1,1,0
"660304-2046731",0,0,1,1,1,1,1,0,0,1
"940404-1068933",1,0,0,1,0,1,0,0,1,0
"660818-1275602",1,0,0,0,1,1,1,1,1,1
"640907-3601483",0,1,0,0,1,0,0,0,1,1
"710815-1254760",1,0,1,0,1,0,0,0,1,1
"970514-1115410",1,1,0,1,0,0,1,0,1,1
"990221-4237182",1,0,1,1,1,0,1,0,1,0
"550809-4867346",1,1,0,1,1,1,0,0,0,1
"721017-2496082",0,1,0,1,0,1,1,0,1,1
"710203-3706237",1,1,1,0,0,0,0,0,1,0
"690916-4282484",0,1,0,1,0,1,1,1,1,1
"820802-2233457",0,0,1,0,0,0,1,1,0,1
"540421-2517747",0,1,0,1,0,1,1,1,1,1
"770106-4126983",0,1,1,0,1,1,1,1,1,0
"681221-1201509",1,1,0,1,1,1,1,1,0,1
"531013-3121753",1,0,1,1,0,0,1,0,1,1
"690424-3720509",0,1,1,1,0,0,0,1,1,0
"540819-3912668",1,1,0,0,0,0,1,0,0,0
"621125-2080614",0,1,0,1,1,1,0,0,0,1
"610321-2975769",0,0,0,0,0,0,0,0,1,0
"590601-1357971",1,0,0,0,1,1,1,0,1,1
"520408-4840617",0,0,0,0,0,1,0,0,1,0
"961206-3870703",0,1,0,1,1,0,0,1,1,0
"980501-1090225",0,0,1,0,1,1,1,0,0,0
"940814-3958333",0,0,1,0,1,0,0,0,0,0
"740812-3685584",0,1,0,1,0,1,1,0,1,1
"930811-4296564",1,0,1,0,0,0,1,0,0,1
